2025-01-01,17,4,8,0,0,6,0
2025-01-02,15,5,7,0,0,81,76
2025-01-03,19,1,2,0,0,67,62
2025-01-04,12,4,6,0,0,105,91
2025-01-05,18,3,2,0,0,143,62
2025-01-06,14,7,3,0,0,36,25
2025-01-07,15,2,2,0,0,34,23
2025-01-08,12,4,5,0,0,69,55
2025-01-09,50,3,2,0,0,145,92
2025-01-10,36,24,2,0,0,91,72
2025-01-11,16,3,4,0,0,36,25
2025-01-12,13,4,4,0,0,98,68
2025-01-13,16,3,4,0,0,67,36
2025-01-14,29,3,7,0,0,25,21
2025-01-15,17,6,2,0,0,121,52
2025-01-16,14,1,2,0,0,33,4
2025-01-17,11,3,4,0,0,25,18
2025-01-18,13,3,13,0,0,35,16
2025-01-19,12,2,4,0,0,67,40
2025-01-20,17,4,4,0,0,179,126
2025-01-21,17,3,2,0,0,155,153
2025-01-22,83,25,3,0,0,135,105
2025-01-23,54,10,4,0,0,76,66
2025-01-24,20,9,4,0,0,35,27
2025-01-25,10,5,8,0,0,19,13
2025-01-26,13,1,4,0,0,106,29
2025-01-27,12,5,4,0,0,63,38
2025-01-28,14,7,2,0,0,80,63
2025-01-29,37,28,3,0,0,87,77
2025-01-30,15,1,2,0,0,81,52
2025-01-31,10,4,5,0,0,116,85
2025-02-01,11,1,2,0,0,102,78
2025-02-02,12,1,3,0,0,105,48
2025-02-03,27,7,5,0,0,130,100
2025-02-04,11,1,2,0,0,114,96
2025-02-05,11,1,3,0,0,46,29
2025-02-06,11,1,2,0,0,107,89
2025-02-07,10,2,2,0,0,90,68
2025-02-08,9,1,1,0,0,63,56
2025-02-09,9,2,3,0,0,85,64
2025-02-10,13,3,2,0,0,78,57
2025-02-11,10,3,2,0,0,67,50
2025-02-12,13,4,2,0,0,127,108
2025-02-13,33,9,5,0,0,145,144
2025-02-14,64,7,4,0,0,169,86
2025-02-15,10,5,5,0,0,128,109
2025-02-16,10,3,4,0,0,129,86
2025-02-17,16,3,4,0,0,151,127
2025-02-18,13,1,2,0,0,130,120
2025-02-19,29,1,2,0,0,407,82
2025-02-20,9,1,2,0,0,91,38
2025-02-21,9,1,2,0,0,161,55
2025-02-22,11,1,2,0,0,44,17
2025-02-23,10,1,4,0,0,56,42
2025-02-24,10,1,4,0,0,34,1
2025-02-25,11,1,4,0,0,50,39
2025-02-26,12,2,3,0,0,67,48
2025-02-27,13,4,2,0,0,80,44
2025-02-28,10,3,3,0,0,147,61
2025-03-01,10,1,2,0,0,91,39
2025-03-02,12,1,3,0,0,6,0
2025-03-03,12,1,4,0,0,11,2
2025-03-04,17,1,4,0,0,246,-8
2025-03-05,28,1,2,0,0,0,0
2025-03-06,14,1,3,0,0,0,0
2025-03-07,18,3,2,0,0,0,0
2025-03-08,20,2,6,0,0,0,0
2025-03-09,34,12,2,0,0,0,0
2025-03-10,30,34,6,0,0,0,0
2025-03-11,36,27,3,0,0,0,0
2025-03-12,55,20,2,0,0,0,0
2025-03-13,39,17,1,0,0,0,0
2025-03-14,27,10,36,0,0,0,0
2025-03-15,31,5,33,0,0,0,0
2025-03-16,35,2,18,0,0,0,0
2025-03-17,31,2,11,0,0,0,0
2025-03-18,31,2,5,0,0,0,0
2025-03-19,28,1,3,0,0,0,0
2025-03-20,18,3,2,0,0,0,0
2025-03-21,21,5,2,0,0,0,0
2025-03-22,30,5,11,0,0,0,0
